manufacturer,model,category,registrations_count,month_year,state
"Tata Motors","Nexon EV","ev_four_wheeler",1059,"2025-04-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",822,"2025-04-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",944,"2025-04-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",60,"2025-04-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",49,"2025-04-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",34,"2025-04-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",32,"2025-04-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",32,"2025-04-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",31,"2025-04-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",847,"2025-05-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",725,"2025-05-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",732,"2025-05-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",654,"2025-05-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",492,"2025-05-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",521,"2025-05-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",7513,"2025-05-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",5387,"2025-05-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",5063,"2025-05-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",3652,"2025-05-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",3828,"2025-05-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",4017,"2025-05-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",933,"2025-05-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",618,"2025-05-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",520,"2025-05-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",549,"2025-05-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",429,"2025-05-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",552,"2025-05-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",214,"2025-05-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",154,"2025-05-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",153,"2025-05-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",122,"2025-05-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",123,"2025-05-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",119,"2025-05-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",37,"2025-05-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",31,"2025-05-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",24,"2025-05-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-05-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-05-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",23,"2025-05-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",1376,"2025-05-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",1222,"2025-05-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",1220,"2025-05-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",966,"2025-05-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",812,"2025-05-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",1030,"2025-05-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",62,"2025-05-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",51,"2025-05-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",42,"2025-05-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",29,"2025-05-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",37,"2025-05-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",37,"2025-05-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",988,"2025-06-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",911,"2025-06-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",809,"2025-06-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",698,"2025-06-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",596,"2025-06-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",708,"2025-06-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",8306,"2025-06-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",6591,"2025-06-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",6402,"2025-06-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",4957,"2025-06-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",4187,"2025-06-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",4978,"2025-06-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",851,"2025-06-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",618,"2025-06-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",575,"2025-06-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",421,"2025-06-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",547,"2025-06-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",426,"2025-06-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",184,"2025-06-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",173,"2025-06-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",122,"2025-06-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",114,"2025-06-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",113,"2025-06-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",102,"2025-06-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",33,"2025-06-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",30,"2025-06-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",26,"2025-06-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-06-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-06-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-06-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",1875,"2025-06-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",1805,"2025-06-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",1410,"2025-06-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",1100,"2025-06-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",950,"2025-06-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",1229,"2025-06-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",50,"2025-06-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",44,"2025-06-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",44,"2025-06-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",32,"2025-06-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2025-06-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2025-06-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",994,"2025-07-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",840,"2025-07-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",642,"2025-07-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",641,"2025-07-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",543,"2025-07-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",574,"2025-07-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",7307,"2025-07-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",6955,"2025-07-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",4983,"2025-07-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",5546,"2025-07-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",4150,"2025-07-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",4469,"2025-07-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",902,"2025-07-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",685,"2025-07-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",632,"2025-07-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",501,"2025-07-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",521,"2025-07-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",552,"2025-07-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",204,"2025-07-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",206,"2025-07-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",152,"2025-07-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",123,"2025-07-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",115,"2025-07-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",117,"2025-07-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",41,"2025-07-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",33,"2025-07-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",24,"2025-07-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-07-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-07-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-07-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",1563,"2025-07-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",1544,"2025-07-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",1353,"2025-07-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",1141,"2025-07-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",1169,"2025-07-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",1104,"2025-07-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",59,"2025-07-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",51,"2025-07-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",38,"2025-07-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",36,"2025-07-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",33,"2025-07-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",39,"2025-07-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",963,"2025-08-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",892,"2025-08-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",802,"2025-08-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",705,"2025-08-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",764,"2025-08-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",618,"2025-08-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",10095,"2025-08-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",7488,"2025-08-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",7343,"2025-08-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",5609,"2025-08-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",5399,"2025-08-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",5727,"2025-08-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",896,"2025-08-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",771,"2025-08-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",659,"2025-08-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",663,"2025-08-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",512,"2025-08-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",575,"2025-08-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",189,"2025-08-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",183,"2025-08-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",160,"2025-08-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",102,"2025-08-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",125,"2025-08-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",103,"2025-08-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",32,"2025-08-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",29,"2025-08-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",23,"2025-08-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",19,"2025-08-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-08-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",20,"2025-08-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",1997,"2025-08-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",1794,"2025-08-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",1406,"2025-08-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",1274,"2025-08-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",1221,"2025-08-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",1037,"2025-08-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",55,"2025-08-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",58,"2025-08-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",38,"2025-08-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",39,"2025-08-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",35,"2025-08-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",33,"2025-08-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",1322,"2025-09-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",961,"2025-09-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",926,"2025-09-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",678,"2025-09-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",677,"2025-09-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",662,"2025-09-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",10622,"2025-09-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",9451,"2025-09-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",7769,"2025-09-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",5744,"2025-09-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",6567,"2025-09-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",6224,"2025-09-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",1071,"2025-09-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",807,"2025-09-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",797,"2025-09-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",706,"2025-09-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",556,"2025-09-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",581,"2025-09-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",179,"2025-09-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",170,"2025-09-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",147,"2025-09-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",124,"2025-09-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",134,"2025-09-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",113,"2025-09-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",33,"2025-09-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",31,"2025-09-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",25,"2025-09-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",17,"2025-09-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-09-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",17,"2025-09-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",2333,"2025-09-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",2058,"2025-09-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",1749,"2025-09-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",1451,"2025-09-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",1140,"2025-09-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",1307,"2025-09-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",66,"2025-09-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",65,"2025-09-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",44,"2025-09-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",46,"2025-09-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",41,"2025-09-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",42,"2025-09-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",1772,"2025-10-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",1350,"2025-10-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",1205,"2025-10-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",984,"2025-10-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",1023,"2025-10-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",949,"2025-10-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",11779,"2025-10-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",12035,"2025-10-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",10172,"2025-10-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",7404,"2025-10-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",7744,"2025-10-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",6929,"2025-10-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",1394,"2025-10-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",1066,"2025-10-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",933,"2025-10-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",817,"2025-10-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",717,"2025-10-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",730,"2025-10-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",296,"2025-10-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",281,"2025-10-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",248,"2025-10-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",189,"2025-10-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",194,"2025-10-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",200,"2025-10-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",45,"2025-10-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",43,"2025-10-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",37,"2025-10-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",30,"2025-10-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",24,"2025-10-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",31,"2025-10-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",3853,"2025-10-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",3032,"2025-10-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",2232,"2025-10-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",2039,"2025-10-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",2284,"2025-10-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",2159,"2025-10-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",94,"2025-10-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",75,"2025-10-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",69,"2025-10-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",56,"2025-10-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",63,"2025-10-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",56,"2025-10-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",1715,"2025-11-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",1496,"2025-11-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",987,"2025-11-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",1006,"2025-11-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",854,"2025-11-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",1049,"2025-11-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",11488,"2025-11-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",13564,"2025-11-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",10462,"2025-11-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",7947,"2025-11-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",7397,"2025-11-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",8838,"2025-11-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",1274,"2025-11-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",1119,"2025-11-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",1131,"2025-11-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",891,"2025-11-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",910,"2025-11-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",881,"2025-11-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",337,"2025-11-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",253,"2025-11-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",241,"2025-11-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",208,"2025-11-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",194,"2025-11-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",200,"2025-11-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",44,"2025-11-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",30,"2025-11-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",25,"2025-11-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-11-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",21,"2025-11-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",26,"2025-11-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",3435,"2025-11-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",3165,"2025-11-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",2720,"2025-11-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",2116,"2025-11-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",2077,"2025-11-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",2478,"2025-11-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",106,"2025-11-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",81,"2025-11-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",60,"2025-11-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",61,"2025-11-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",52,"2025-11-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",62,"2025-11-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",1188,"2025-12-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",991,"2025-12-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",1065,"2025-12-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",691,"2025-12-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",724,"2025-12-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",859,"2025-12-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",12735,"2025-12-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",11260,"2025-12-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",7751,"2025-12-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",5995,"2025-12-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",7920,"2025-12-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",6505,"2025-12-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",913,"2025-12-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",980,"2025-12-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",837,"2025-12-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",574,"2025-12-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",599,"2025-12-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",652,"2025-12-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",239,"2025-12-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",206,"2025-12-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",173,"2025-12-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",163,"2025-12-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",155,"2025-12-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",141,"2025-12-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",35,"2025-12-01","Maharashtra"
